Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_VPD,Port3_RH,Port3_Atmos_pressure,Port3_Temp,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
ET7,MC2,2023-06-02T19:45:00Z,87.62,20.6,0.46,0.81,0.44,0.819,87.7,20.5,0,0,0,448,15,451,0
ET7,MC2,2023-06-02T20:00:00Z,87.61,21,0.51,0.795,0.46,0.811,87.7,20.7,0,0,0,448,15,451,0
ET7,MC2,2023-06-02T20:15:00Z,87.62,20.9,0.47,0.81,0.45,0.815,87.7,20.8,0,0,0,448,15,452,0
ET7,MC2,2023-06-02T20:30:00Z,87.62,20.8,0.38,0.845,0.39,0.84,87.7,20.7,0,0,0,449,15,452,0
ET7,MC2,2023-06-02T20:45:00Z,87.63,20.7,0.35,0.856,0.36,0.85,87.71,20.6,0,0,0,449,15,452,0
ET7,MC2,2023-06-02T21:00:00Z,87.64,20.6,0.33,0.862,0.36,0.851,87.72,20.7,0,0,0,449,15,453,0
ET7,MC2,2023-06-02T21:15:00Z,87.65,20.5,0.33,0.862,0.36,0.853,87.73,20.6,0,0,0,449,15,452,0
ET7,MC2,2023-06-02T21:30:00Z,87.66,20.4,0.34,0.86,0.37,0.848,87.74,20.5,0,0,0,449,15,453,0
ET7,MC2,2023-06-02T21:45:00Z,87.66,20.2,0.3,0.873,0.33,0.86,87.74,20.4,0,0,0,449,15,453,0
ET7,MC2,2023-06-02T22:00:00Z,87.65,20.3,0.31,0.871,0.34,0.859,87.74,20.4,0,0,0,449,15,453,0
ET7,MC2,2023-06-02T22:15:00Z,87.65,20.2,0.23,0.901,0.28,0.88,87.73,20.3,0,0,0,449,15,453,0
ET7,MC2,2023-06-02T22:30:00Z,87.66,20,0.25,0.891,0.3,0.873,87.74,20.2,0,0,0,449,15,454,0
ET7,MC2,2023-06-02T22:45:00Z,87.66,20.1,0.23,0.9,0.28,0.88,87.74,20.2,0,0,0,449,15,455,0
ET7,MC2,2023-06-02T23:00:00Z,87.65,19.8,0.23,0.9,0.28,0.879,87.73,20,0,0,0,449,15,455,0
ET7,MC2,2023-06-02T23:15:00Z,87.63,19.7,0.23,0.898,0.3,0.874,87.71,20,0,0,0,449,15,455,0
ET7,MC2,2023-06-02T23:30:00Z,87.61,19.7,0.23,0.902,0.28,0.88,87.69,19.8,0,0,0,449,15,454,0
ET7,MC2,2023-06-02T23:45:00Z,87.61,19.8,0.25,0.892,0.3,0.873,87.69,20,0,0,0,449,15,454,0
ET7,MC2,2023-06-03T00:00:00Z,87.6,19.9,0.24,0.897,0.29,0.875,87.68,20,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T00:15:00Z,87.59,19.8,0.22,0.905,0.27,0.882,87.67,19.9,0,0,0,450,15,455,0
ET7,MC2,2023-06-03T00:30:00Z,87.57,19.5,0.21,0.909,0.26,0.885,87.66,19.8,0,0,0,450,15,455,0
ET7,MC2,2023-06-03T00:45:00Z,87.56,19.7,0.24,0.897,0.28,0.877,87.64,19.8,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T01:00:00Z,87.55,19.7,0.26,0.887,0.3,0.871,87.63,19.8,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T01:15:00Z,87.54,19.7,0.28,0.88,0.31,0.864,87.62,19.8,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T01:30:00Z,87.53,19.8,0.29,0.873,0.32,0.863,87.62,19.8,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T01:45:00Z,87.53,19.6,0.27,0.883,0.29,0.873,87.61,19.6,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T02:00:00Z,87.52,19.3,0.24,0.894,0.27,0.878,87.6,19.4,0,0,0,450,15,455,0
ET7,MC2,2023-06-03T02:15:00Z,87.5,19.2,0.22,0.9,0.25,0.886,87.58,19.2,0,0,0,450,15,455,0
ET7,MC2,2023-06-03T02:30:00Z,87.49,19.3,0.22,0.902,0.26,0.885,87.57,19.4,0,0,0,450,15,456,0
ET7,MC2,2023-06-03T02:45:00Z,87.48,19.6,0.22,0.904,0.27,0.884,87.56,19.7,0,0,0,450,15,456,0
ET7,MC2,2023-06-03T03:00:00Z,87.48,19.5,0.23,0.898,0.25,0.888,87.56,19.4,0,0,0,450,15,456,0
ET7,MC2,2023-06-03T03:15:00Z,87.49,19.6,0.24,0.896,0.25,0.888,87.58,19.5,0,0,0,450,15,456,0
ET7,MC2,2023-06-03T03:30:00Z,87.49,19.9,0.28,0.881,0.28,0.876,87.57,19.7,0,0,0,450,15,455,0
ET7,MC2,2023-06-03T03:45:00Z,87.48,20.1,0.3,0.872,0.3,0.871,87.56,19.9,0,0,0,449,15,455,0
ET7,MC2,2023-06-03T04:00:00Z,87.48,20.4,0.35,0.855,0.35,0.853,87.57,20.3,0,0,0,449,15,454,0
ET7,MC2,2023-06-03T04:15:00Z,87.49,20.6,0.38,0.846,0.38,0.842,87.57,20.6,0,0,0,449,15,454,0
ET7,MC2,2023-06-03T04:30:00Z,87.48,20.6,0.36,0.849,0.38,0.844,87.57,20.5,0,0,0,449,15,454,0
ET7,MC2,2023-06-03T04:45:00Z,87.48,20.5,0.36,0.851,0.37,0.845,87.57,20.5,0,0,0,449,15,454,0
ET7,MC2,2023-06-03T05:00:00Z,87.49,20.5,0.36,0.85,0.36,0.848,87.57,20.4,0,0,0,449,15,453,0
ET7,MC2,2023-06-03T05:15:00Z,87.5,20.7,0.38,0.844,0.37,0.844,87.58,20.5,0,0,0,449,15,453,0
ET7,MC2,2023-06-03T05:30:00Z,87.5,20.6,0.39,0.841,0.38,0.84,87.58,20.5,1.3,0,0,449,15,453,0
ET7,MC2,2023-06-03T05:45:00Z,87.51,20.7,0.38,0.843,0.37,0.845,87.59,20.4,12.1,0,0,449,15,453,0
ET7,MC2,2023-06-03T06:00:00Z,87.52,20.9,0.38,0.845,0.37,0.847,87.6,20.6,25.6,0,0,449,15,453,0
ET7,MC2,2023-06-03T06:15:00Z,87.53,21.3,0.4,0.842,0.38,0.846,87.62,20.9,34.8,0,0,449,15,452,0
ET7,MC2,2023-06-03T06:30:00Z,87.54,21.7,0.44,0.83,0.41,0.839,87.62,21.2,139.9,0,0,448,15,452,0
ET7,MC2,2023-06-03T06:45:00Z,87.55,22,0.47,0.821,0.45,0.826,87.63,21.8,95.4,0,0,448,15,451,0
ET7,MC2,2023-06-03T07:00:00Z,87.56,22.5,0.52,0.81,0.49,0.816,87.65,22.1,150.1,0,0,448,15,451,0
ET7,MC2,2023-06-03T07:15:00Z,87.57,22.7,0.56,0.799,0.5,0.812,87.66,22.2,40.5,0,0,448,15,450,0
ET7,MC2,2023-06-03T07:30:00Z,87.59,23.2,0.63,0.779,0.55,0.798,87.67,22.5,46,0,0,448,8,449,0
ET7,MC2,2023-06-03T07:45:00Z,87.6,23.4,0.64,0.776,0.55,0.799,87.69,22.6,88.6,0,0,448,6,449,0
ET7,MC2,2023-06-03T08:00:00Z,87.61,24,0.69,0.77,0.54,0.803,87.7,22.7,143.9,0,0,448,0,449,0
ET7,MC2,2023-06-03T08:15:00Z,87.62,24.8,0.78,0.752,0.57,0.8,87.7,23.1,117,0,0,447,0,447,0
ET7,MC2,2023-06-03T08:30:00Z,87.63,25,0.84,0.733,0.64,0.781,87.71,23.6,84.2,0,0,447,2,446,0
ET7,MC2,2023-06-03T08:45:00Z,87.63,26.1,1,0.705,0.7,0.769,87.71,24.2,220.8,0,0,447,0,447,0
ET7,MC2,2023-06-03T09:00:00Z,87.64,25.3,0.89,0.724,0.69,0.767,87.72,24,498.2,0,0,447,0,446,0
ET7,MC2,2023-06-03T09:15:00Z,87.65,25.9,0.94,0.719,0.73,0.764,87.73,24.6,232.4,0,0,447,0,445,0
ET7,MC2,2023-06-03T09:30:00Z,87.66,25.5,0.89,0.727,0.68,0.774,87.74,24.2,146.3,0,0,447,0,445,0
ET7,MC2,2023-06-03T09:45:00Z,87.66,25.5,0.87,0.734,0.71,0.77,87.74,24.5,492.7,0,0,446,0,446,0
ET7,MC2,2023-06-03T10:00:00Z,87.66,26.2,0.94,0.722,0.72,0.769,87.74,24.7,505.4,0,0,446,0,444,0
ET7,MC2,2023-06-03T10:15:00Z,87.65,26.1,0.97,0.713,0.72,0.767,87.73,24.5,142.6,0,0,447,0,444,0
ET7,MC2,2023-06-03T10:30:00Z,87.66,25.7,0.85,0.743,0.67,0.782,87.74,24.5,195.6,0,0,447,0,446,0
ET7,MC2,2023-06-03T10:45:00Z,87.67,24.6,0.67,0.783,0.58,0.806,87.74,24,143.7,0,0,447,0,446,0
ET7,MC2,2023-06-03T11:00:00Z,87.65,24.8,0.67,0.786,0.59,0.805,87.73,24.2,117.2,0,0,447,0,447,0
ET7,MC2,2023-06-03T11:15:00Z,87.65,24.1,0.57,0.811,0.53,0.82,87.73,23.8,135.5,0,0,447,0,448,0
ET7,MC2,2023-06-03T11:30:00Z,87.64,24.3,0.58,0.81,0.52,0.823,87.72,23.8,206,0,0,448,0,448,0
ET7,MC2,2023-06-03T11:45:00Z,87.63,24.6,0.58,0.811,0.52,0.825,87.71,24,578.8,0,0,446,0,445,0
ET7,MC2,2023-06-03T12:00:00Z,87.61,25.3,0.67,0.791,0.54,0.821,87.7,24.2,409.1,0,0,446,0,447,0
ET7,MC2,2023-06-03T12:15:00Z,87.61,24.7,0.61,0.804,0.53,0.823,87.69,24,307.4,0,0,447,0,446,0
ET7,MC2,2023-06-03T12:30:00Z,87.59,24.5,0.59,0.81,0.52,0.824,87.67,24,317.1,0,0,446,1,447,1
ET7,MC2,2023-06-03T12:45:00Z,87.57,24.6,0.6,0.805,0.54,0.819,87.66,24,355.4,0,0,446,0,446,0
ET7,MC2,2023-06-03T13:00:00Z,87.56,24.7,0.6,0.808,0.51,0.828,87.65,23.9,223.2,0,0,447,0,448,0
ET7,MC2,2023-06-03T13:15:00Z,87.54,23.9,0.49,0.833,0.45,0.844,87.62,23.4,129.1,0,0,447,0,447,0
ET7,MC2,2023-06-03T13:30:00Z,87.53,25.6,0.67,0.796,0.52,0.831,87.61,24.4,169.7,0,0,447,0,445,0
ET7,MC2,2023-06-03T13:45:00Z,87.52,24.9,0.66,0.789,0.58,0.809,87.6,24.3,167.7,0,0,446,0,444,0
ET7,MC2,2023-06-03T14:00:00Z,87.51,25.3,0.68,0.791,0.56,0.816,87.59,24.4,319.5,0,0,446,0,445,0
ET7,MC2,2023-06-03T14:15:00Z,87.48,24.4,0.57,0.812,0.51,0.827,87.56,23.9,341.9,0,0,445,0,446,0
ET7,MC2,2023-06-03T14:30:00Z,87.5,24.8,0.64,0.796,0.57,0.811,87.58,24.3,407.8,0,0,446,0,446,0
ET7,MC2,2023-06-03T14:45:00Z,87.52,24.9,0.64,0.797,0.55,0.817,87.6,24.2,138.4,0,0,447,0,448,0
ET7,MC2,2023-06-03T15:00:00Z,87.49,23.7,0.49,0.832,0.47,0.836,87.57,23.5,147.8,0,0,447,0,447,0
ET7,MC2,2023-06-03T15:15:00Z,87.48,24.7,0.63,0.796,0.55,0.815,87.56,24.1,144.1,0,0,447,0,447,0
ET7,MC2,2023-06-03T15:30:00Z,87.46,24.2,0.55,0.816,0.53,0.821,87.54,23.9,161.7,0,0,447,0,447,0
ET7,MC2,2023-06-03T15:45:00Z,87.47,23.4,0.44,0.847,0.46,0.841,87.55,23.4,114.4,0,0,448,1,450,0
ET7,MC2,2023-06-03T16:00:00Z,87.47,22.6,0.32,0.881,0.38,0.862,87.55,22.8,142.1,2,0,448,9,450,0
ET7,MC2,2023-06-03T16:15:00Z,87.45,22.8,0.35,0.875,0.37,0.865,87.53,22.7,118.8,0,0,448,5,450,0
ET7,MC2,2023-06-03T16:30:00Z,87.46,22.2,0.3,0.886,0.33,0.875,87.55,22.2,47.8,0,0,448,15,451,0
ET7,MC2,2023-06-03T16:45:00Z,87.47,21.9,0.32,0.879,0.35,0.866,87.55,22,43.2,0,0,448,15,451,0
ET7,MC2,2023-06-03T17:00:00Z,87.47,21.8,0.31,0.883,0.34,0.87,87.55,21.8,37,0,0,449,15,451,0
ET7,MC2,2023-06-03T17:15:00Z,87.5,21.7,0.27,0.894,0.31,0.882,87.58,21.6,27.6,0,0,449,15,452,0
ET7,MC2,2023-06-03T17:30:00Z,87.52,21.4,0.21,0.917,0.27,0.894,87.6,21.5,17,0,0,449,15,452,0
ET7,MC2,2023-06-03T17:45:00Z,87.52,21.3,0.21,0.918,0.26,0.899,87.61,21.3,20.1,0,0,449,15,452,0
ET7,MC2,2023-06-03T18:00:00Z,87.52,21.2,0.21,0.916,0.26,0.897,87.61,21.3,8.6,0,0,449,15,453,0
ET7,MC2,2023-06-03T18:15:00Z,87.57,21,0.18,0.927,0.25,0.902,87.65,21.1,0,5,0,451,15,454,0
ET7,MC2,2023-06-03T18:30:00Z,87.57,21,0.19,0.924,0.24,0.903,87.66,21.1,0,5,0,450,15,454,0
ET7,MC2,2023-06-03T18:45:00Z,87.58,20.7,0.16,0.934,0.23,0.908,87.66,20.9,0,7,0,450,15,454,0
ET7,MC2,2023-06-03T19:00:00Z,87.6,20.5,0.15,0.938,0.22,0.909,87.69,20.7,0,12,0,450,15,454,0
ET7,MC2,2023-06-03T19:15:00Z,87.61,20.4,0.13,0.944,0.21,0.914,87.69,20.6,0,15,0,450,15,454,0
ET7,MC2,2023-06-03T19:30:00Z,87.63,20.4,0.14,0.94,0.22,0.911,87.72,20.6,0,14,0,450,15,456,0
ET7,MC2,2023-06-03T19:45:00Z,87.65,20.1,0.11,0.954,0.19,0.923,87.73,20.4,0,15,0,450,15,456,0
ET7,MC2,2023-06-03T20:00:00Z,87.65,20.2,0.13,0.947,0.19,0.92,87.73,20.4,0,15,0,450,15,458,0
ET7,MC2,2023-06-03T20:15:00Z,87.67,19.8,0.09,0.959,0.17,0.926,87.75,20.2,0,15,0,451,15,462,11
ET7,MC2,2023-06-03T20:30:00Z,87.67,20,0.11,0.954,0.17,0.926,87.75,20.2,0,15,0,450,15,456,1
ET7,MC2,2023-06-03T20:45:00Z,87.69,20.1,0.11,0.952,0.18,0.922,87.77,20.3,0,15,0,450,15,457,0
ET7,MC2,2023-06-03T21:00:00Z,87.73,19.9,0.1,0.958,0.18,0.924,87.81,20.2,0,15,0,451,15,458,0
ET7,MC2,2023-06-03T21:15:00Z,87.75,19.8,0.06,0.972,0.15,0.935,87.84,20,0,15,0,451,15,459,0
ET7,MC2,2023-06-03T21:30:00Z,87.76,19.7,0.06,0.973,0.14,0.94,87.85,19.9,0,15,0,451,15,462,5
ET7,MC2,2023-06-03T21:45:00Z,87.76,19.5,0.05,0.976,0.13,0.943,87.84,19.7,0,15,0,451,15,473,15
ET7,MC2,2023-06-03T22:00:00Z,87.76,19.4,0.05,0.977,0.12,0.947,87.84,19.6,0,15,0,451,15,472,15
ET7,MC2,2023-06-03T22:15:00Z,87.74,20.1,0.18,0.924,0.17,0.927,87.82,19.8,0,15,0,450,15,454,4
ET7,MC2,2023-06-03T22:30:00Z,87.72,20.8,0.3,0.879,0.29,0.878,87.8,20.6,0,5,0,450,15,454,0
ET7,MC2,2023-06-03T22:45:00Z,87.7,20.9,0.35,0.857,0.33,0.863,87.79,20.6,0,0,0,449,15,453,0
ET7,MC2,2023-06-03T23:00:00Z,87.7,21,0.39,0.843,0.39,0.843,87.79,20.9,0,0,0,449,15,453,0
ET7,MC2,2023-06-03T23:15:00Z,87.69,20,0.28,0.879,0.31,0.87,87.78,20.1,0,0,0,450,15,454,0
ET7,MC2,2023-06-03T23:30:00Z,87.68,19.7,0.24,0.894,0.27,0.883,87.77,19.7,0,0,0,450,15,454,0
ET7,MC2,2023-06-03T23:45:00Z,87.67,19.7,0.24,0.894,0.27,0.881,87.76,19.7,0,0,0,450,15,454,0
ET7,MC2,2023-06-04T00:00:00Z,87.67,20.2,0.28,0.88,0.32,0.867,87.75,20.2,0,0,0,450,15,454,0
ET7,MC2,2023-06-04T00:15:00Z,87.65,20.5,0.29,0.878,0.29,0.876,87.74,20.2,0,0,0,450,15,453,0
ET7,MC2,2023-06-04T00:30:00Z,87.64,20.7,0.33,0.866,0.34,0.86,87.72,20.6,0,0,0,449,15,453,0
ET7,MC2,2023-06-04T00:45:00Z,87.63,20.3,0.31,0.871,0.31,0.867,87.71,20.1,0,0,0,450,15,454,0
ET7,MC2,2023-06-04T01:00:00Z,87.61,19.8,0.27,0.883,0.28,0.878,87.69,19.7,0,0,0,449,15,453,0
ET7,MC2,2023-06-04T01:15:00Z,87.57,20.6,0.38,0.844,0.37,0.847,87.65,20.4,0,0,0,449,15,453,0
ET7,MC2,2023-06-04T01:30:00Z,87.54,20.7,0.39,0.839,0.38,0.841,87.63,20.5,0,0,0,449,15,452,0
ET7,MC2,2023-06-04T01:45:00Z,87.52,19.8,0.33,0.856,0.34,0.85,87.61,19.8,0,0,0,449,15,453,0
ET7,MC2,2023-06-04T02:00:00Z,87.51,20,0.36,0.845,0.36,0.846,87.59,19.9,0,0,0,449,15,453,0
ET7,MC2,2023-06-04T02:15:00Z,87.51,20.4,0.37,0.847,0.37,0.845,87.59,20.3,0,0,0,449,15,453,0
ET7,MC2,2023-06-04T02:30:00Z,87.51,19.6,0.27,0.884,0.29,0.873,87.59,19.6,0,0,0,450,15,455,0
ET7,MC2,2023-06-04T02:45:00Z,87.51,19.3,0.21,0.907,0.24,0.892,87.59,19.2,0,6,0,450,15,455,0
ET7,MC2,2023-06-04T03:00:00Z,87.52,19.4,0.19,0.914,0.23,0.898,87.6,19.4,0,13,0,450,15,454,0
ET7,MC2,2023-06-04T03:15:00Z,87.52,19.4,0.2,0.912,0.24,0.894,87.6,19.5,0,12,0,450,15,455,0
ET7,MC2,2023-06-04T03:30:00Z,87.54,18.6,0.12,0.946,0.19,0.911,87.62,18.8,0,15,0,451,15,456,0
ET7,MC2,2023-06-04T03:45:00Z,87.56,18.4,0.07,0.967,0.15,0.932,87.65,18.6,0,15,0,451,15,456,0
ET7,MC2,2023-06-04T04:00:00Z,87.58,19.1,0.06,0.972,0.13,0.941,87.66,19.2,0,15,0,450,15,455,0
ET7,MC2,2023-06-04T04:15:00Z,87.57,19.6,0.11,0.953,0.16,0.931,87.66,19.6,0,15,0,451,15,457,0
ET7,MC2,2023-06-04T04:30:00Z,87.57,19.4,0.11,0.952,0.16,0.931,87.66,19.4,0,15,0,451,15,467,8
ET7,MC2,2023-06-04T04:45:00Z,87.58,19.1,0.08,0.963,0.14,0.938,87.66,19.1,0,15,0,451,15,469,15
ET7,MC2,2023-06-04T05:00:00Z,87.58,19,0.09,0.959,0.13,0.939,87.67,19.1,0,15,0,451,15,462,15
ET7,MC2,2023-06-04T05:15:00Z,87.58,20,0.21,0.909,0.23,0.903,87.66,19.8,0,15,0,450,15,454,0
ET7,MC2,2023-06-04T05:30:00Z,87.59,20,0.25,0.895,0.27,0.884,87.67,20,2.2,13,0,450,15,454,0
ET7,MC2,2023-06-04T05:45:00Z,87.61,20.4,0.31,0.871,0.32,0.867,87.69,20.3,12.3,1,0,450,15,454,0
ET7,MC2,2023-06-04T06:00:00Z,87.62,19.8,0.24,0.897,0.24,0.892,87.7,19.5,27.3,9,0,450,15,453,0
ET7,MC2,2023-06-04T06:15:00Z,87.62,20.2,0.26,0.891,0.26,0.886,87.7,19.9,34.4,0,0,450,15,452,0
ET7,MC2,2023-06-04T06:30:00Z,87.64,21.1,0.34,0.864,0.32,0.867,87.73,20.6,128.7,0,0,449,15,452,0
ET7,MC2,2023-06-04T06:45:00Z,87.65,22.1,0.48,0.82,0.42,0.837,87.74,21.5,89.7,0,0,449,15,450,0
ET7,MC2,2023-06-04T07:00:00Z,87.66,23,0.56,0.799,0.49,0.816,87.74,22.2,147.2,0,0,448,5,449,0
ET7,MC2,2023-06-04T07:15:00Z,87.67,24.3,0.66,0.783,0.48,0.825,87.75,22.5,43.9,0,0,448,0,448,0
ET7,MC2,2023-06-04T07:30:00Z,87.69,23.6,0.68,0.766,0.5,0.815,87.77,22.2,45,0,0,448,2,449,0
ET7,MC2,2023-06-04T07:45:00Z,87.69,24.1,0.66,0.78,0.5,0.817,87.77,22.5,61.7,0,0,448,0,448,0
ET7,MC2,2023-06-04T08:00:00Z,87.69,25.1,0.85,0.735,0.53,0.811,87.77,22.9,118.1,0,0,448,0,447,0
ET7,MC2,2023-06-04T08:15:00Z,87.7,24,0.69,0.77,0.54,0.805,87.78,22.9,128.2,0,0,448,0,447,0
ET7,MC2,2023-06-04T08:30:00Z,87.69,25.9,0.86,0.743,0.57,0.805,87.77,23.7,66.8,0,0,448,0,445,0
ET7,MC2,2023-06-04T08:45:00Z,87.7,25.1,0.82,0.741,0.59,0.797,87.78,23.7,224.3,0,0,447,0,447,0
ET7,MC2,2023-06-04T09:00:00Z,87.71,25.7,0.74,0.775,0.56,0.813,87.79,24.1,484.7,0,0,447,0,444,0
ET7,MC2,2023-06-04T09:15:00Z,87.71,26.3,0.8,0.766,0.51,0.83,87.79,24.1,106.2,0,0,448,0,445,0
ET7,MC2,2023-06-04T09:30:00Z,87.73,25.8,0.74,0.777,0.49,0.837,87.8,24.2,121.4,0,0,448,0,448,0
ET7,MC2,2023-06-04T09:45:00Z,87.73,24.1,0.46,0.848,0.43,0.854,87.8,23.7,88.8,0,0,448,0,449,0
ET7,MC2,2023-06-04T10:00:00Z,87.72,24.1,0.35,0.882,0.35,0.879,87.8,23.5,321.2,0,0,447,1,445,0
ET7,MC2,2023-06-04T10:15:00Z,87.71,25.1,0.51,0.841,0.41,0.863,87.79,24.1,180.5,0,0,448,0,447,0
ET7,MC2,2023-06-04T10:30:00Z,87.71,24.2,0.45,0.852,0.4,0.863,87.79,23.6,220.1,0,0,448,0,447,0
ET7,MC2,2023-06-04T10:45:00Z,87.72,24.4,0.43,0.86,0.39,0.866,87.8,23.8,77.5,0,0,449,0,449,0
ET7,MC2,2023-06-04T11:00:00Z,87.73,23.9,0.38,0.87,0.35,0.876,87.81,23.3,104.2,0,0,449,1,449,0
ET7,MC2,2023-06-04T11:15:00Z,87.74,23.4,0.31,0.892,0.31,0.89,87.81,22.9,99.6,0,0,449,1,449,0
ET7,MC2,2023-06-04T11:30:00Z,87.71,25.2,0.51,0.841,0.36,0.875,87.8,23.6,301,0,0,447,0,445,0
ET7,MC2,2023-06-04T11:45:00Z,87.71,25,0.57,0.82,0.48,0.843,87.79,24.3,354.9,0,0,448,0,449,0
ET7,MC2,2023-06-04T12:00:00Z,87.71,23.5,0.33,0.885,0.37,0.873,87.78,23.6,120.3,0,0,449,0,449,0
ET7,MC2,2023-06-04T12:15:00Z,87.69,23.9,0.46,0.844,0.42,0.854,87.77,23.4,148.3,0,0,448,0,448,0
ET7,MC2,2023-06-04T12:30:00Z,87.67,24.2,0.54,0.82,0.46,0.839,87.75,23.3,207.6,0,0,447,0,445,0
ET7,MC2,2023-06-04T12:45:00Z,87.65,24.5,0.66,0.784,0.53,0.817,87.73,23.4,238,0,0,447,0,447,0
ET7,MC2,2023-06-04T13:00:00Z,87.62,26.3,0.9,0.738,0.64,0.79,87.7,24.5,322.6,0,0,445,0,441,0
ET7,MC2,2023-06-04T13:15:00Z,87.6,28.1,1.21,0.682,0.73,0.772,87.69,25.3,212.4,0,0,446,0,441,0
ET7,MC2,2023-06-04T13:30:00Z,87.59,26.8,1,0.716,0.74,0.77,87.66,25.3,168.6,0,0,446,0,443,0
ET7,MC2,2023-06-04T13:45:00Z,87.57,25.9,0.85,0.745,0.67,0.786,87.65,24.8,102.7,0,0,447,0,447,0
ET7,MC2,2023-06-04T14:00:00Z,87.58,24.3,0.56,0.816,0.53,0.823,87.66,24,62.3,0,0,449,1,489,1
ET7,MC2,2023-06-04T14:15:00Z,87.58,22.4,0.33,0.878,0.36,0.867,87.66,22.4,12.1,15,15,834,15,915,15
ET7,MC2,2023-06-04T14:30:00Z,87.64,19.5,0.13,0.944,0.19,0.916,87.71,19.7,5.7,15,15,900,15,821,15
ET7,MC2,2023-06-04T14:45:00Z,87.63,19.2,0.04,0.983,0.12,0.946,87.71,19.5,7.5,15,15,877,15,712,15
ET7,MC2,2023-06-04T15:00:00Z,87.64,19,0.02,0.992,0.1,0.954,87.72,19.2,9.2,15,15,631,15,641,15
ET7,MC2,2023-06-04T15:15:00Z,87.56,18.8,0,1.001,0.07,0.968,87.64,19,20.1,15,15,671,15,558,15
ET7,MC2,2023-06-04T15:30:00Z,87.53,19,0,1,0.06,0.975,87.61,19,99.4,15,15,548,15,483,15
ET7,MC2,2023-06-04T15:45:00Z,87.56,20.5,0,1,0.06,0.975,87.64,20,192.4,15,15,489,15,460,15
ET7,MC2,2023-06-04T16:00:00Z,87.55,20.3,0.02,0.993,0.08,0.965,87.63,20.2,49.1,15,15,479,15,461,14
ET7,MC2,2023-06-04T16:15:00Z,87.59,20.1,0.09,0.961,0.14,0.94,87.67,20.1,20.7,15,15,475,15,461,15
ET7,MC2,2023-06-04T16:30:00Z,87.59,20,0.1,0.957,0.2,0.915,87.67,20.4,16.1,15,15,472,15,460,15
ET7,MC2,2023-06-04T16:45:00Z,87.6,19.8,0.08,0.966,0.2,0.918,87.68,20.3,10.6,15,15,471,15,462,15
ET7,MC2,2023-06-04T17:00:00Z,87.62,20.3,0.18,0.926,0.26,0.893,87.7,20.6,7,15,14,460,15,470,14
ET7,MC2,2023-06-04T17:15:00Z,87.62,20.6,0.31,0.872,0.42,0.833,87.7,21.1,0,15,0,454,15,467,15
ET7,MC2,2023-06-04T17:30:00Z,87.61,19.7,0.18,0.921,0.29,0.877,87.69,20.2,0,15,0,451,15,466,15
ET7,MC2,2023-06-04T17:45:00Z,87.63,19.7,0.13,0.942,0.22,0.905,87.71,19.8,0,15,0,450,15,465,15
ET7,MC2,2023-06-04T18:00:00Z,87.65,19.7,0.12,0.948,0.2,0.912,87.74,19.9,0,15,7,516,15,585,15
ET7,MC2,2023-06-04T18:15:00Z,87.67,19.8,0.12,0.949,0.23,0.904,87.75,20.2,0,15,15,489,15,556,15
ET7,MC2,2023-06-04T18:30:00Z,87.69,19.9,0.1,0.957,0.2,0.915,87.77,20.2,0,15,15,469,15,535,15
ET7,MC2,2023-06-04T18:45:00Z,87.7,19.9,0.07,0.97,0.17,0.928,87.78,20.2,0,15,15,463,15,524,15
ET7,MC2,2023-06-04T19:00:00Z,87.68,19.8,0.06,0.975,0.15,0.936,87.77,20,0,15,15,460,15,516,15
ET7,MC2,2023-06-04T19:15:00Z,87.69,20,0.08,0.965,0.14,0.939,87.78,20,0,15,7,469,15,510,15
ET7,MC2,2023-06-04T19:30:00Z,87.74,20.5,0.16,0.935,0.2,0.917,87.82,20.4,0,15,15,532,15,663,15
ET7,MC2,2023-06-04T19:45:00Z,87.77,19.9,0.09,0.963,0.15,0.936,87.85,20,0,15,15,594,15,612,15
ET7,MC2,2023-06-04T20:00:00Z,87.79,19.4,0.04,0.982,0.11,0.95,87.87,19.6,0,15,15,558,15,552,15
ET7,MC2,2023-06-04T20:15:00Z,87.82,19.4,0.04,0.981,0.12,0.948,87.9,19.5,0,15,15,549,15,551,15
ET7,MC2,2023-06-04T20:30:00Z,87.84,19.2,0.05,0.977,0.14,0.938,87.92,19.5,0,15,15,577,15,603,15
ET7,MC2,2023-06-04T20:45:00Z,87.89,19,0.01,0.994,0.1,0.956,87.97,19.3,0,15,15,919,15,750,15
ET7,MC2,2023-06-04T21:00:00Z,87.9,18.5,0.02,0.99,0.08,0.962,87.99,18.6,0,15,15,696,15,656,15
ET7,MC2,2023-06-04T21:15:00Z,87.89,18.6,0.05,0.978,0.07,0.967,87.97,18.3,0,15,15,646,15,601,15
