Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
ET8,MC3,2023-06-02T18:00:00Z,87.6,21.6,0.43,0.834,21.4,0.47,87.64,0.818,0,0.9,452,0,15,0,15,452
ET8,MC3,2023-06-02T18:15:00Z,87.62,21.4,0.4,0.843,21.2,0.43,87.66,0.828,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T18:30:00Z,87.62,21.3,0.39,0.845,21.1,0.43,87.67,0.829,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T18:45:00Z,87.65,21.1,0.41,0.838,21,0.44,87.69,0.822,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T19:00:00Z,87.66,21,0.45,0.818,20.9,0.49,87.7,0.803,0,0,451,0,15,0,15,452
ET8,MC3,2023-06-02T19:15:00Z,87.69,20.8,0.41,0.834,20.7,0.44,87.73,0.818,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T19:30:00Z,87.7,20.4,0.35,0.853,20.2,0.39,87.74,0.835,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T19:45:00Z,87.69,20.4,0.38,0.841,20.3,0.43,87.73,0.821,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T20:00:00Z,87.69,20.5,0.4,0.835,20.5,0.45,87.73,0.812,0,0,451,0,15,0,15,452
ET8,MC3,2023-06-02T20:15:00Z,87.69,20.6,0.4,0.835,20.6,0.44,87.73,0.819,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T20:30:00Z,87.69,20.6,0.34,0.86,20.5,0.37,87.73,0.846,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T20:45:00Z,87.7,20.6,0.3,0.876,20.4,0.34,87.74,0.858,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T21:00:00Z,87.71,20.6,0.29,0.88,20.5,0.33,87.75,0.861,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T21:15:00Z,87.72,20.4,0.27,0.887,20.3,0.32,87.76,0.865,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T21:30:00Z,87.73,20.3,0.27,0.885,20.3,0.33,87.77,0.862,0,0,453,0,15,0,15,452
ET8,MC3,2023-06-02T21:45:00Z,87.74,20.2,0.25,0.896,20.1,0.3,87.78,0.872,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T22:00:00Z,87.73,20.2,0.25,0.895,20.1,0.31,87.77,0.869,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T22:15:00Z,87.72,20.2,0.2,0.914,20.1,0.26,87.76,0.891,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T22:30:00Z,87.73,20,0.19,0.92,20,0.26,87.77,0.889,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T22:45:00Z,87.73,20,0.18,0.921,20,0.25,87.77,0.894,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T23:00:00Z,87.72,19.9,0.18,0.922,19.8,0.25,87.77,0.894,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T23:15:00Z,87.7,19.7,0.18,0.924,19.6,0.23,87.74,0.898,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-02T23:30:00Z,87.69,19.7,0.17,0.925,19.5,0.23,87.73,0.899,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-02T23:45:00Z,87.69,19.7,0.18,0.921,19.7,0.25,87.73,0.891,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T00:00:00Z,87.68,19.7,0.18,0.923,19.6,0.24,87.72,0.894,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T00:15:00Z,87.66,19.8,0.18,0.922,19.8,0.25,87.7,0.893,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T00:30:00Z,87.65,19.6,0.17,0.926,19.6,0.23,87.69,0.898,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T00:45:00Z,87.63,19.6,0.18,0.923,19.5,0.24,87.68,0.892,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T01:00:00Z,87.62,19.5,0.17,0.923,19.5,0.25,87.67,0.891,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T01:15:00Z,87.62,19.5,0.18,0.919,19.5,0.26,87.65,0.884,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T01:30:00Z,87.61,19.6,0.21,0.907,19.5,0.27,87.65,0.881,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T01:45:00Z,87.61,19.6,0.22,0.902,19.4,0.26,87.65,0.884,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T02:00:00Z,87.59,19.4,0.21,0.906,19.3,0.26,87.64,0.884,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T02:15:00Z,87.57,19.3,0.2,0.911,19.1,0.24,87.61,0.891,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T02:30:00Z,87.57,19.2,0.18,0.918,19.1,0.23,87.61,0.894,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T02:45:00Z,87.56,19.4,0.17,0.926,19.2,0.22,87.6,0.903,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T03:00:00Z,87.56,19.6,0.19,0.918,19.3,0.23,87.6,0.897,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T03:15:00Z,87.57,19.7,0.21,0.91,19.4,0.23,87.61,0.895,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T03:30:00Z,87.57,19.9,0.23,0.9,19.5,0.25,87.61,0.889,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T03:45:00Z,87.56,20,0.24,0.896,19.6,0.26,87.6,0.886,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T04:00:00Z,87.56,20.1,0.26,0.889,19.8,0.28,87.6,0.878,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T04:15:00Z,87.57,20.2,0.28,0.881,19.9,0.3,87.61,0.872,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T04:30:00Z,87.56,20.2,0.28,0.881,19.9,0.3,87.6,0.87,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T04:45:00Z,87.56,20.2,0.28,0.883,19.9,0.31,87.6,0.869,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T05:00:00Z,87.56,20.2,0.28,0.882,19.9,0.3,87.6,0.869,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T05:15:00Z,87.57,20.1,0.27,0.886,19.9,0.3,87.61,0.869,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T05:30:00Z,87.57,20.3,0.29,0.877,20,0.32,87.62,0.862,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T05:45:00Z,87.58,20.3,0.29,0.877,20.1,0.33,87.62,0.861,4,10.8,452,0,15,0,15,452
ET8,MC3,2023-06-03T06:00:00Z,87.59,20.6,0.3,0.874,20.3,0.33,87.63,0.86,12.1,24.9,452,0,15,0,15,452
ET8,MC3,2023-06-03T06:15:00Z,87.61,21,0.32,0.871,20.7,0.35,87.65,0.857,15,30.8,452,0,15,0,15,452
ET8,MC3,2023-06-03T06:30:00Z,87.62,21.3,0.35,0.862,21,0.37,87.66,0.849,18.7,35.2,452,0,15,0,15,452
ET8,MC3,2023-06-03T06:45:00Z,87.62,21.7,0.38,0.855,21.4,0.41,87.66,0.84,22.2,38.3,452,0,15,0,15,452
ET8,MC3,2023-06-03T07:00:00Z,87.64,22.1,0.42,0.841,21.8,0.44,87.68,0.83,23.8,40.8,452,0,15,0,15,451
ET8,MC3,2023-06-03T07:15:00Z,87.64,22.3,0.45,0.833,22,0.48,87.68,0.82,27.1,39.6,451,0,15,0,15,451
ET8,MC3,2023-06-03T07:30:00Z,87.66,22.7,0.5,0.817,22.5,0.54,87.7,0.802,31.7,41.4,451,0,15,0,15,451
ET8,MC3,2023-06-03T07:45:00Z,87.67,23.4,0.54,0.812,23.3,0.57,87.71,0.802,77.1,48.2,451,0,15,0,15,451
ET8,MC3,2023-06-03T08:00:00Z,87.68,23.8,0.6,0.797,23.8,0.63,87.72,0.786,130.9,69.8,450,0,15,0,15,451
ET8,MC3,2023-06-03T08:15:00Z,87.69,24.2,0.55,0.818,24.2,0.6,87.72,0.801,76.9,474.1,450,0,9,0,10,449
ET8,MC3,2023-06-03T08:30:00Z,87.7,25.1,0.69,0.784,24.9,0.7,87.74,0.776,165.7,554.6,449,0,6,0,8,450
ET8,MC3,2023-06-03T08:45:00Z,87.7,24.8,0.77,0.752,25.3,0.86,87.73,0.733,572.9,340.9,449,0,0,0,13,450
ET8,MC3,2023-06-03T09:00:00Z,87.72,23.7,0.65,0.779,24.8,0.84,87.75,0.73,523.9,85.7,448,0,0,0,15,450
ET8,MC3,2023-06-03T09:15:00Z,87.72,24,0.65,0.782,25.4,0.89,87.75,0.724,483.2,82.9,447,0,0,0,11,450
ET8,MC3,2023-06-03T09:30:00Z,87.73,24.1,0.64,0.788,25.4,0.89,87.77,0.726,66.5,102.5,449,0,0,0,14,450
ET8,MC3,2023-06-03T09:45:00Z,87.73,24.5,0.68,0.78,25,0.82,87.76,0.742,69.9,708.3,450,0,0,0,12,449
ET8,MC3,2023-06-03T10:00:00Z,87.73,24.4,0.67,0.78,25.1,0.82,87.76,0.743,80.2,538.1,449,0,0,0,0,449
ET8,MC3,2023-06-03T10:15:00Z,87.73,24.1,0.62,0.794,24.9,0.78,87.76,0.751,116.1,93.2,450,0,3,0,0,450
ET8,MC3,2023-06-03T10:30:00Z,87.73,24.3,0.6,0.801,24.9,0.75,87.76,0.762,72.3,96.5,450,0,12,0,6,450
ET8,MC3,2023-06-03T10:45:00Z,87.73,24.3,0.56,0.814,24.4,0.65,87.77,0.788,63.2,82,451,0,15,0,13,450
ET8,MC3,2023-06-03T11:00:00Z,87.73,24.4,0.55,0.82,24.4,0.61,87.76,0.798,61,87.5,451,0,15,0,9,450
ET8,MC3,2023-06-03T11:15:00Z,87.72,24.2,0.55,0.818,24.2,0.61,87.76,0.798,54.9,78.9,451,0,15,0,15,450
ET8,MC3,2023-06-03T11:30:00Z,87.71,24,0.48,0.84,24,0.56,87.75,0.814,68.1,88.1,451,0,15,0,15,450
ET8,MC3,2023-06-03T11:45:00Z,87.7,24,0.46,0.847,24.1,0.54,87.73,0.819,85,105.8,451,0,15,0,15,451
ET8,MC3,2023-06-03T12:00:00Z,87.69,24.4,0.49,0.839,24.7,0.61,87.72,0.805,83.9,100.7,451,0,15,0,15,450
ET8,MC3,2023-06-03T12:15:00Z,87.68,24.2,0.48,0.841,24.7,0.62,87.71,0.799,87.9,105.1,451,0,15,0,15,450
ET8,MC3,2023-06-03T12:30:00Z,87.66,24,0.46,0.847,24.2,0.56,87.7,0.814,96.5,130.9,451,0,15,0,15,451
ET8,MC3,2023-06-03T12:45:00Z,87.65,23.9,0.46,0.846,24.1,0.57,87.68,0.811,151.1,95.4,451,0,15,0,15,451
ET8,MC3,2023-06-03T13:00:00Z,87.64,24,0.46,0.847,24.2,0.55,87.67,0.817,142.8,90.5,451,0,15,0,15,450
ET8,MC3,2023-06-03T13:15:00Z,87.62,23.6,0.42,0.855,23.8,0.51,87.65,0.827,89.9,67.6,452,0,15,0,15,451
ET8,MC3,2023-06-03T13:30:00Z,87.6,24,0.4,0.865,24.3,0.52,87.64,0.83,163.5,92.1,451,0,15,0,15,451
ET8,MC3,2023-06-03T13:45:00Z,87.59,24.3,0.51,0.833,24.9,0.66,87.62,0.789,173,97.2,451,0,15,0,15,450
ET8,MC3,2023-06-03T14:00:00Z,87.58,24.5,0.51,0.832,24.8,0.64,87.61,0.795,233.5,92.5,451,0,15,0,15,451
ET8,MC3,2023-06-03T14:15:00Z,87.56,24.2,0.5,0.836,24.5,0.6,87.59,0.806,92.7,75.3,451,0,15,0,15,451
ET8,MC3,2023-06-03T14:30:00Z,87.57,24.1,0.48,0.839,24.3,0.6,87.6,0.803,104.9,106,451,0,15,0,15,450
ET8,MC3,2023-06-03T14:45:00Z,87.59,24.4,0.52,0.831,24.5,0.6,87.62,0.804,87.9,106.4,451,0,15,0,15,450
ET8,MC3,2023-06-03T15:00:00Z,87.57,23.6,0.43,0.852,23.7,0.51,87.6,0.825,102.7,78.2,451,0,15,0,15,451
ET8,MC3,2023-06-03T15:15:00Z,87.55,24.1,0.47,0.843,24.4,0.59,87.58,0.806,127.3,80.2,451,0,15,0,15,451
ET8,MC3,2023-06-03T15:30:00Z,87.53,23.9,0.48,0.839,24.2,0.59,87.57,0.804,110,87,451,0,15,0,15,451
ET8,MC3,2023-06-03T15:45:00Z,87.54,23.7,0.43,0.855,23.9,0.53,87.58,0.822,58,49.1,452,0,15,0,15,451
ET8,MC3,2023-06-03T16:00:00Z,87.54,23,0.33,0.883,23,0.41,87.58,0.854,80.9,42.8,452,0,15,0,15,452
ET8,MC3,2023-06-03T16:15:00Z,87.52,22.8,0.29,0.894,22.8,0.38,87.56,0.862,61.3,43,452,0,15,0,15,452
ET8,MC3,2023-06-03T16:30:00Z,87.54,22.4,0.29,0.894,22.4,0.36,87.57,0.867,22.3,27.1,452,0,15,0,15,452
ET8,MC3,2023-06-03T16:45:00Z,87.54,22.1,0.29,0.892,22.1,0.36,87.58,0.865,19.8,24.5,452,0,15,0,15,452
ET8,MC3,2023-06-03T17:00:00Z,87.54,21.9,0.28,0.895,21.9,0.35,87.58,0.868,16.8,21.4,452,0,15,0,15,452
ET8,MC3,2023-06-03T17:15:00Z,87.57,21.8,0.25,0.906,21.7,0.32,87.61,0.878,12.8,16.3,453,0,15,0,15,452
ET8,MC3,2023-06-03T17:30:00Z,87.59,21.6,0.21,0.918,21.5,0.28,87.63,0.892,7.9,9.9,453,0,15,0,15,452
ET8,MC3,2023-06-03T17:45:00Z,87.6,21.5,0.19,0.926,21.4,0.26,87.64,0.898,10.1,11.7,453,0,15,0,15,453
ET8,MC3,2023-06-03T18:00:00Z,87.6,21.4,0.18,0.928,21.3,0.26,87.63,0.898,4,6.6,453,0,15,0,15,453
ET8,MC3,2023-06-03T18:15:00Z,87.64,21.2,0.17,0.933,21.1,0.24,87.68,0.904,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T18:30:00Z,87.65,21.2,0.16,0.937,21,0.23,87.69,0.909,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T18:45:00Z,87.66,21,0.15,0.94,20.9,0.22,87.7,0.911,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T19:00:00Z,87.68,20.8,0.13,0.947,20.6,0.2,87.72,0.916,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T19:15:00Z,87.68,20.6,0.12,0.95,20.5,0.19,87.72,0.921,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T19:30:00Z,87.71,20.5,0.12,0.952,20.4,0.19,87.75,0.921,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T19:45:00Z,87.72,20.4,0.1,0.958,20.3,0.17,87.76,0.928,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T20:00:00Z,87.73,20.3,0.1,0.959,20.3,0.17,87.77,0.927,0,0,455,0,15,0,15,453
ET8,MC3,2023-06-03T20:15:00Z,87.74,20.2,0.1,0.958,20.1,0.16,87.78,0.931,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-03T20:30:00Z,87.75,20.2,0.09,0.962,20,0.16,87.79,0.931,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T20:45:00Z,87.76,20.2,0.09,0.961,20.2,0.17,87.8,0.929,0,0,454,0,15,0,15,454
ET8,MC3,2023-06-03T21:00:00Z,87.8,20.2,0.09,0.962,20.1,0.16,87.84,0.933,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-03T21:15:00Z,87.83,20.1,0.08,0.966,19.9,0.13,87.87,0.942,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-03T21:30:00Z,87.83,20.1,0.07,0.969,19.9,0.13,87.88,0.944,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-03T21:45:00Z,87.84,20,0.07,0.971,19.8,0.13,87.88,0.945,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-03T22:00:00Z,87.83,19.9,0.06,0.973,19.7,0.13,87.88,0.945,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-03T22:15:00Z,87.82,19.9,0.08,0.965,19.8,0.17,87.86,0.924,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-03T22:30:00Z,87.8,20.1,0.15,0.938,20.2,0.25,87.84,0.895,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T22:45:00Z,87.78,20.5,0.23,0.906,20.4,0.29,87.82,0.879,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-03T23:00:00Z,87.78,20.7,0.3,0.879,20.5,0.33,87.82,0.863,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T23:15:00Z,87.77,20.5,0.29,0.88,20.2,0.31,87.81,0.868,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-03T23:30:00Z,87.76,20.2,0.27,0.888,20,0.29,87.8,0.874,0,0,453,0,15,0,15,452
ET8,MC3,2023-06-03T23:45:00Z,87.75,20.1,0.26,0.891,19.8,0.28,87.79,0.877,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T00:00:00Z,87.75,20.2,0.26,0.89,20,0.29,87.79,0.874,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-04T00:15:00Z,87.73,20.3,0.24,0.898,20.1,0.28,87.77,0.881,0,0,453,0,15,0,15,452
ET8,MC3,2023-06-04T00:30:00Z,87.72,20.5,0.26,0.892,20.3,0.3,87.76,0.875,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T00:45:00Z,87.71,20.3,0.27,0.888,20.1,0.3,87.75,0.872,0,0,453,0,15,0,15,452
ET8,MC3,2023-06-04T01:00:00Z,87.69,20,0.25,0.892,19.8,0.29,87.73,0.876,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T01:15:00Z,87.65,20.4,0.31,0.872,20,0.32,87.69,0.863,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T01:30:00Z,87.63,20.4,0.32,0.869,20.2,0.34,87.66,0.857,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T01:45:00Z,87.6,20.1,0.32,0.865,19.9,0.35,87.64,0.851,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T02:00:00Z,87.59,20.2,0.34,0.856,19.8,0.35,87.63,0.848,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T02:15:00Z,87.59,20.4,0.34,0.857,20.2,0.37,87.63,0.845,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-04T02:30:00Z,87.59,19.8,0.27,0.882,19.8,0.32,87.62,0.862,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-04T02:45:00Z,87.59,19.7,0.23,0.9,19.5,0.26,87.63,0.885,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-04T03:00:00Z,87.59,19.6,0.2,0.911,19.4,0.24,87.63,0.895,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-04T03:15:00Z,87.6,19.5,0.18,0.923,19.3,0.22,87.64,0.902,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-04T03:30:00Z,87.61,19.2,0.15,0.932,19,0.19,87.65,0.913,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-04T03:45:00Z,87.64,19.2,0.11,0.952,18.8,0.14,87.68,0.935,0,0,455,0,15,0,15,453
ET8,MC3,2023-06-04T04:00:00Z,87.65,19.5,0.08,0.963,19.1,0.11,87.69,0.948,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-04T04:15:00Z,87.65,19.6,0.09,0.962,19.4,0.13,87.69,0.942,0,0,454,0,15,0,15,454
ET8,MC3,2023-06-04T04:30:00Z,87.65,19.6,0.09,0.962,19.4,0.15,87.69,0.936,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-04T04:45:00Z,87.65,19.4,0.08,0.963,19.3,0.14,87.69,0.936,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-04T05:00:00Z,87.66,19.4,0.08,0.963,19.2,0.14,87.7,0.936,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-04T05:15:00Z,87.65,19.5,0.11,0.953,19.3,0.17,87.7,0.925,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-04T05:30:00Z,87.67,19.9,0.18,0.924,19.7,0.22,87.71,0.902,0,0.9,453,0,15,0,15,453
ET8,MC3,2023-06-04T05:45:00Z,87.68,20,0.22,0.907,19.8,0.27,87.72,0.884,4.2,11.2,453,0,15,0,15,453
ET8,MC3,2023-06-04T06:00:00Z,87.69,19.8,0.2,0.913,19.7,0.25,87.73,0.891,11.4,23.8,453,0,15,0,15,453
ET8,MC3,2023-06-04T06:15:00Z,87.69,20.1,0.22,0.907,19.8,0.25,87.73,0.891,14.6,30.4,453,0,15,0,15,452
ET8,MC3,2023-06-04T06:30:00Z,87.71,20.7,0.27,0.89,20.3,0.29,87.76,0.877,18.5,36.8,452,0,15,0,15,452
ET8,MC3,2023-06-04T06:45:00Z,87.73,21.4,0.35,0.865,21,0.36,87.77,0.855,22.3,40.5,452,0,15,0,15,452
ET8,MC3,2023-06-04T07:00:00Z,87.74,22.1,0.42,0.843,21.7,0.42,87.78,0.839,24.9,43.9,452,0,15,0,15,452
ET8,MC3,2023-06-04T07:15:00Z,87.74,22.9,0.45,0.841,22.7,0.47,87.78,0.831,28.2,42.5,451,0,15,0,15,451
ET8,MC3,2023-06-04T07:30:00Z,87.76,23.3,0.47,0.837,23.1,0.54,87.8,0.811,33.1,43.9,452,0,15,0,15,451
ET8,MC3,2023-06-04T07:45:00Z,87.76,23.6,0.51,0.824,23.2,0.53,87.8,0.813,58.6,50.2,451,0,15,0,15,451
ET8,MC3,2023-06-04T08:00:00Z,87.76,23.8,0.53,0.82,23.8,0.59,87.8,0.8,121,91.9,450,0,15,0,15,451
ET8,MC3,2023-06-04T08:15:00Z,87.77,24.3,0.63,0.793,24.1,0.66,87.8,0.779,77.5,459.8,448,0,0,0,4,449
ET8,MC3,2023-06-04T08:30:00Z,87.76,24.7,0.68,0.782,24.9,0.75,87.8,0.761,198.7,535,450,0,0,0,12,450
ET8,MC3,2023-06-04T08:45:00Z,87.77,25.2,0.7,0.781,25.1,0.76,87.81,0.761,546.2,320.3,450,0,1,0,11,450
ET8,MC3,2023-06-04T09:00:00Z,87.78,25.5,0.69,0.789,25.7,0.77,87.81,0.768,497.5,88.3,448,0,0,0,3,450
ET8,MC3,2023-06-04T09:15:00Z,87.79,24.6,0.54,0.825,25.2,0.69,87.82,0.785,125.2,65.4,450,0,7,0,11,451
ET8,MC3,2023-06-04T09:30:00Z,87.8,24.3,0.46,0.848,24.6,0.58,87.83,0.811,45.2,65.2,451,0,13,0,15,451
ET8,MC3,2023-06-04T09:45:00Z,87.8,24.1,0.39,0.869,24.3,0.49,87.83,0.837,38.8,56,452,0,15,0,15,452
ET8,MC3,2023-06-04T10:00:00Z,87.79,23.9,0.31,0.894,23.9,0.39,87.82,0.867,73.2,93.9,451,0,15,0,15,451
ET8,MC3,2023-06-04T10:15:00Z,87.78,24.9,0.39,0.876,24.7,0.46,87.81,0.853,128,95.8,452,0,15,0,15,451
ET8,MC3,2023-06-04T10:30:00Z,87.78,24.8,0.45,0.856,24.4,0.49,87.82,0.84,97.4,116.6,451,0,15,0,15,451
ET8,MC3,2023-06-04T10:45:00Z,87.79,24.1,0.39,0.87,24.1,0.46,87.82,0.848,38.3,47.1,452,0,15,0,15,452
ET8,MC3,2023-06-04T11:00:00Z,87.8,23.2,0.26,0.909,23.3,0.35,87.84,0.876,45.8,63.7,452,0,15,0,15,452
ET8,MC3,2023-06-04T11:15:00Z,87.81,23.4,0.26,0.91,23.5,0.36,87.85,0.875,40.6,57.7,452,0,15,0,15,452
ET8,MC3,2023-06-04T11:30:00Z,87.79,23.3,0.27,0.907,23.5,0.37,87.83,0.872,81.7,102.2,452,0,15,0,15,451
ET8,MC3,2023-06-04T11:45:00Z,87.78,24.7,0.39,0.873,25,0.54,87.81,0.83,78.7,101.6,451,0,15,0,15,451
ET8,MC3,2023-06-04T12:00:00Z,87.78,24.6,0.41,0.866,24.5,0.49,87.81,0.841,53.5,72.9,452,0,15,0,15,452
ET8,MC3,2023-06-04T12:15:00Z,87.76,23.9,0.42,0.858,24,0.51,87.8,0.829,58.4,71.4,452,0,15,0,15,451
ET8,MC3,2023-06-04T12:30:00Z,87.74,23,0.39,0.862,23.6,0.52,87.78,0.823,61.5,73.4,451,0,15,0,15,451
ET8,MC3,2023-06-04T12:45:00Z,87.73,23.1,0.45,0.84,23.7,0.59,87.77,0.798,63,84.4,451,0,15,0,15,451
ET8,MC3,2023-06-04T13:00:00Z,87.7,23.9,0.55,0.816,24.5,0.68,87.73,0.779,274.1,103.1,450,0,15,0,15,450
ET8,MC3,2023-06-04T13:15:00Z,87.68,24.9,0.63,0.799,25.5,0.78,87.71,0.76,285.5,100.2,450,0,14,0,15,450
ET8,MC3,2023-06-04T13:30:00Z,87.66,25.5,0.69,0.789,25.9,0.83,87.69,0.752,85.5,85.7,450,0,12,0,15,450
ET8,MC3,2023-06-04T13:45:00Z,87.64,25.2,0.68,0.788,25.5,0.8,87.68,0.755,54,55.1,451,0,15,0,15,451
ET8,MC3,2023-06-04T14:00:00Z,87.65,24.5,0.53,0.826,24.4,0.6,87.68,0.804,30.4,36.4,451,0,15,0,15,451
ET8,MC3,2023-06-04T14:15:00Z,87.65,22.8,0.36,0.871,23,0.43,87.68,0.847,3.8,7.7,943,13,15,11,15,976
ET8,MC3,2023-06-04T14:30:00Z,87.7,20.1,0.15,0.937,20.1,0.21,87.74,0.91,0,0,746,15,15,15,15,1082
ET8,MC3,2023-06-04T14:45:00Z,87.7,19.6,0.06,0.972,19.3,0.1,87.74,0.954,0,0,621,15,15,15,15,700
ET8,MC3,2023-06-04T15:00:00Z,87.71,19.6,0.04,0.984,19.2,0.07,87.75,0.97,0.4,2.6,686,15,15,15,15,653
ET8,MC3,2023-06-04T15:15:00Z,87.64,19.3,0.02,0.991,19,0.05,87.68,0.978,7.3,10.1,576,15,15,15,15,603
ET8,MC3,2023-06-04T15:30:00Z,87.6,19.1,0.01,0.997,18.9,0.04,87.64,0.981,34.4,46.7,538,15,15,15,15,545
ET8,MC3,2023-06-04T15:45:00Z,87.64,19.8,0,1,19.7,0.02,87.68,0.99,69.6,58.4,517,15,15,15,15,526
ET8,MC3,2023-06-04T16:00:00Z,87.62,20,0,0.999,20,0.03,87.66,0.986,25.6,26.2,518,15,15,15,15,496
ET8,MC3,2023-06-04T16:15:00Z,87.66,19.9,0.02,0.993,19.7,0.05,87.7,0.978,8.6,13,496,15,15,15,15,490
ET8,MC3,2023-06-04T16:30:00Z,87.66,20,0.04,0.984,19.6,0.07,87.71,0.969,6.6,10.1,494,15,15,15,15,480
ET8,MC3,2023-06-04T16:45:00Z,87.68,20,0.05,0.98,19.6,0.08,87.72,0.965,2.7,7,487,15,15,15,15,471
ET8,MC3,2023-06-04T17:00:00Z,87.69,20,0.08,0.967,19.4,0.08,87.73,0.966,0,2.7,472,15,15,13,15,458
ET8,MC3,2023-06-04T17:15:00Z,87.7,20.1,0.18,0.923,19.5,0.17,87.74,0.925,0,0,464,15,15,0,15,454
ET8,MC3,2023-06-04T17:30:00Z,87.68,20,0.18,0.925,19.5,0.16,87.72,0.927,0,0,463,7,15,1,15,460
